grid_idx,pp_pop,pp_od,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count,geometry,gwr_const,gwr_bs_elct,gwr_bs_ebit,gwr_bd_height,gwr_bd_vintage,gwr_pp_od,gwr_pp_pop,gwr_r2
31201,0.5420113372584552,0.4969058328961123,-0.3608563068244692,"POLYGON ((957735.230213883 1943165.54807064, 957735.230213883 1943265.54807064, 957835.230213883 1943265.54807064, 957835.230213883 1943165.54807064, 957735.230213883 1943165.54807064))",서초구,서울특별시 서초구 서초동 1617-55번지,127.022050567,37.487291598,957746.7272439708,1943223.6745224944,"지어소프트빌딩(gaeasoft), 개나리벽지빌딩, 그린타워, 이루고월드타워, KD CENTER, 비본데이즈",0.005596523846982083,0.26924013176163974,0.024328694315823504,0.5145398041728935,0.0016473889661031095,-0.1782653355064071,0.010207993172455543,-0.06522921137281905,-0.5342519440978649,0.06722781385150207,14,"POLYGON ((957735.230213883 1943165.54807064, 957735.230213883 1943265.54807064, 957835.230213883 1943265.54807064, 957835.230213883 1943165.54807064, 957735.230213883 1943165.54807064))",-0.5690238465394659,-0.24147439134371018,-0.07768388813303642,0.43815865402710713,0.10478059802213967,0.5245311986213227,-0.41067142837020065,0.5769508846233907
31204,1.110817437707709,0.995523242175773,-0.1946947760170915,"POLYGON ((957735.230213883 1943465.54807064, 957735.230213883 1943565.54807064, 957835.230213883 1943565.54807064, 957835.230213883 1943465.54807064, 957735.230213883 1943465.54807064))",서초구,서울특별시 서초구 서초동 1610-18번지,127.022629493,37.489648885,957799.2338358234,1943484.9403592444,NoData,-0.0853765281811924,-0.5396142341288441,-0.5034130174295502,-0.3237811888036609,-0.3203304457525059,-0.24414005580147127,-0.3884214794271561,-0.6040334226189529,-0.817299822129776,0.4174276245429715,14,"POLYGON ((957735.230213883 1943465.54807064, 957735.230213883 1943565.54807064, 957835.230213883 1943565.54807064, 957835.230213883 1943465.54807064, 957735.230213883 1943465.54807064))",-0.18742089166933668,0.5266416103706989,0.2564774523348417,0.29583778401417604,0.06677367692414259,-0.38994428691067284,0.30541749624570097,0.35692492546322196
31205,1.2653088151615735,1.1228238820428036,-0.13952068063712122,"POLYGON ((957735.230213883 1943565.54807064, 957735.230213883 1943665.54807064, 957835.230213883 1943665.54807064, 957835.230213883 1943565.54807064, 957735.230213883 1943565.54807064))",서초구,서울특별시 서초구 서초동 1631-7번지,127.022261284,37.490518468,957767.172625172,1943581.5800369773,NoData,-0.10556924032151428,-0.6277847262790697,-0.5289016371722428,-0.9944379831849044,-0.4008249044321582,-0.26884902431566543,-0.3237708919042322,0.10882755667659601,-0.35676135900314004,1.3179414234638926,14,"POLYGON ((957735.230213883 1943565.54807064, 957735.230213883 1943665.54807064, 957835.230213883 1943665.54807064, 957835.230213883 1943565.54807064, 957735.230213883 1943565.54807064))",0.030672071075748125,0.9435778192491556,0.7265322108774811,0.2680701975145082,0.016756854819652296,-0.1704261070364112,0.13353166717195428,0.5794986049364805
31218,1.3427326188947928,1.8127957099534504,0.41444703831648305,"POLYGON ((957735.230213883 1944865.54807064, 957735.230213883 1944965.54807064, 957835.230213883 1944965.54807064, 957835.230213883 1944865.54807064, 957735.230213883 1944865.54807064))",서초구,서울특별시 서초구 서초동 1302-36번지,127.022769667,37.50270971,957818.9724397874,1944933.8921713603,"펜타타워, 동인빌딩",-0.06530637618444797,-0.42273783762457384,-0.36366014389589485,-0.5920439065561584,-0.13251004216665066,-0.19358002529242233,-0.1784020773070721,-0.4288689380488269,0.012429299066233896,0.1922991748127411,14,"POLYGON ((957735.230213883 1944865.54807064, 957735.230213883 1944965.54807064, 957835.230213883 1944965.54807064, 957835.230213883 1944865.54807064, 957735.230213883 1944865.54807064))",-7.785269626044089,0.39807116831441913,-3.311443039327057,0.38857522590046245,0.29865635909687843,7.110420658748621,-2.6856919125521594,0.8901644703429088
31219,1.1545382767820855,1.785428849623411,0.42238142125201295,"POLYGON ((957735.230213883 1944965.54807064, 957735.230213883 1945065.54807064, 957835.230213883 1945065.54807064, 957835.230213883 1944965.54807064, 957735.230213883 1944965.54807064))",서초구,서울특별시 서초구 서초동 1302-16번지,127.0220015,37.50343421,957751.4841949224,1945014.615465392,호진빌딩,-0.10581436060866921,-0.7175327560564777,-0.5441760981601315,-0.7932409448705313,0.0016473889661031095,-0.23666046320263512,-0.36281662411946436,-0.4123439866742867,0.03572773865313614,-0.24545058855159554,14,"POLYGON ((957735.230213883 1944965.54807064, 957735.230213883 1945065.54807064, 957835.230213883 1945065.54807064, 957835.230213883 1944965.54807064, 957735.230213883 1944965.54807064))",-8.506986697628623,0.19620834445544025,-3.64097155197497,0.3906720340568273,0.247221772148615,7.7932903073189115,-2.956015855452563,0.8681076436046826
31220,1.012219335220774,1.7453708687342433,0.4154829358162064,"POLYGON ((957735.230213883 1945065.54807064, 957735.230213883 1945165.54807064, 957835.230213883 1945165.54807064, 957835.230213883 1945065.54807064, 957735.230213883 1945065.54807064))",서초구,서울특별시 서초구 반포동 746-15번지,127.022464501,37.504163347,957792.8178628692,1945095.30088064,"청원빌딩, 그라티아빌딩, 제이디 빌딩",-0.02372506201798781,-0.003284443766022313,-0.11296222425379329,0.2127442467013339,0.06872610453248001,-0.20320384241622425,-0.15703834918463683,-0.2148920035836271,0.07067539803348949,-1.1834857957608884,14,"POLYGON ((957735.230213883 1945065.54807064, 957735.230213883 1945165.54807064, 957835.230213883 1945165.54807064, 957835.230213883 1945065.54807064, 957735.230213883 1945065.54807064))",-8.085321112253995,0.10227717198806055,-3.4638937828169416,0.3979765385144752,0.20079567644177906,7.54819875053981,-3.004794606166496,0.8499531527347892
31221,0.9878395598124314,1.6853469244410824,0.40798661481918597,"POLYGON ((957735.230213883 1945165.54807064, 957735.230213883 1945265.54807064, 957835.230213883 1945265.54807064, 957835.230213883 1945165.54807064, 957735.230213883 1945165.54807064))",서초구,서울특별시 서초구 반포동 739-19번지,127.02230949,37.505055277,957779.6193621928,1945194.3244614624,진석빌딩,-0.05778564010128596,-0.26656821310935186,-0.3762988358992838,-0.22318266964647437,-0.3203304457525059,-0.12178209469079479,-0.278909191011297,-0.3914971249402514,-0.4121399577135461,0.9677416127724231,14,"POLYGON ((957735.230213883 1945165.54807064, 957735.230213883 1945265.54807064, 957835.230213883 1945265.54807064, 957835.230213883 1945165.54807064, 957735.230213883 1945165.54807064))",-6.569730508761876,0.1014024960062925,-3.052816824216772,0.4475452977576627,0.150960801324939,6.591406097168899,-3.055454476630013,0.8361402354982335
31222,0.9142843731000527,1.595308678621935,0.3987413638863632,"POLYGON ((957735.230213883 1945265.54807064, 957735.230213883 1945365.54807064, 957835.230213883 1945365.54807064, 957835.230213883 1945265.54807064, 957735.230213883 1945265.54807064))",서초구,서울특별시 서초구 반포동 738-5번지,127.022368807,37.506083008,957785.4408051994,1945308.318185703,여호수아 빌딩,-0.025712021921440488,0.017692186272412664,-0.3062512932624554,0.14567856726320955,-0.30020683108259283,-0.055795404446646255,-0.09096189166179511,-0.6093722530630351,-0.3618018867983833,0.5518793375763034,14,"POLYGON ((957735.230213883 1945265.54807064, 957735.230213883 1945365.54807064, 957835.230213883 1945365.54807064, 957835.230213883 1945265.54807064, 957735.230213883 1945265.54807064))",-4.514349479892348,0.13733305601759535,-2.8930359351378714,0.5868848148449529,0.07516885571199336,5.4819339987657285,-3.3239189123259045,0.822542902627239
31223,0.8159000164303514,1.5169265306359385,0.3920990746943227,"POLYGON ((957735.230213883 1945365.54807064, 957735.230213883 1945465.54807064, 957835.230213883 1945465.54807064, 957835.230213883 1945365.54807064, 957735.230213883 1945365.54807064))",서초구,서울특별시 서초구 반포동 736-17번지,127.022798999,37.506834489,957823.885553984,1945391.497422687,"청하빌딩, 대유빌딩, 네오빌",0.0696694813317776,0.8994037083505138,0.3174751490568872,1.4869921560256965,-0.13251004216665066,0.2836302992077242,0.34470979859026446,-0.25424469227363794,0.12321636628138782,0.5466680308695845,14,"POLYGON ((957735.230213883 1945365.54807064, 957735.230213883 1945465.54807064, 957835.230213883 1945465.54807064, 957835.230213883 1945365.54807064, 957735.230213883 1945365.54807064))",-2.6105605955073807,0.2960808973754188,-2.7314796288831023,0.93217904988044,0.0745648825523971,4.34383495896001,-3.372007450332472,0.8042172443306084
31226,-3.1082193549046035,-1.983829572052747,0.22602077952066282,"POLYGON ((957835.230213883 1940165.54807064, 957835.230213883 1940265.54807064, 957935.230213883 1940265.54807064, 957935.230213883 1940165.54807064, 957835.230213883 1940165.54807064))",서초구,서울특별시 서초구 우면동 786번지,127.02352783,37.459805346,957861.8973353507,1940173.6011305093,호반 파크 2관,0.13246484216837176,1.433109109756985,1.6170405298539747,-0.7597081051514692,2.01400885595741,0.387947102272181,-0.42878971366789836,2.8926462882337494,-0.8505090594794145,-2.30912804441204,17,"POLYGON ((957835.230213883 1940165.54807064, 957835.230213883 1940265.54807064, 957935.230213883 1940265.54807064, 957935.230213883 1940165.54807064, 957835.230213883 1940165.54807064))",-1.3313728135325662,0.035212480010662274,0.0725129640488567,0.054931630902406506,-0.01566222786530298,-0.38027026324746366,0.11654760847304094,0.6258010420596376
31249,-0.31728903397247893,-0.4661933352158398,-0.08286237992345376,"POLYGON ((957835.230213883 1942465.54807064, 957835.230213883 1942565.54807064, 957935.230213883 1942565.54807064, 957935.230213883 1942465.54807064, 957835.230213883 1942465.54807064))",서초구,서울특별시 서초구 서초동 391번지,127.023953392,37.481096599,957911.4729890449,1942535.5282689703,NoData,0.637210223773396,1.8769291894084525,-0.5658934952889095,-0.92737230374678,0.0016473889661031095,0.5354899041806602,0.20427832488834208,0.18509656302062757,-1.1617224467306124,0.9427273405801755,17,"POLYGON ((957835.230213883 1942465.54807064, 957835.230213883 1942565.54807064, 957935.230213883 1942565.54807064, 957935.230213883 1942465.54807064, 957835.230213883 1942465.54807064))",-0.5735145325559884,0.18166762132469158,-0.03619352497539816,0.12272682376995443,-0.004522049340761537,0.7015216857495832,-0.11776751964634634,0.7044139160601942
31252,-0.029049140209481003,-0.014946439918474545,-0.016213518916289853,"POLYGON ((957835.230213883 1942765.54807064, 957835.230213883 1942865.54807064, 957935.230213883 1942865.54807064, 957935.230213883 1942765.54807064, 957835.230213883 1942765.54807064))",서초구,서울특별시 서초구 서초동 1434-12번지,127.023526208,37.483955215,957875.3092417372,1942852.8636535995,CMC 빌딩,-0.10094909430301872,-0.6764969760221947,-0.5422946721766132,-1.0279708229039666,0.0016473889661031095,-0.3025043917617011,-0.3357463757628166,-0.39327673508827893,-0.7884993664250438,-1.1834857957608884,17,"POLYGON ((957835.230213883 1942765.54807064, 957835.230213883 1942865.54807064, 957935.230213883 1942865.54807064, 957935.230213883 1942765.54807064, 957835.230213883 1942765.54807064))",-0.6023199223592229,0.13719096830979569,-0.03404106037053996,0.15041234885387605,0.03547974464453389,0.5531401522318593,-0.06336388337061427,0.6578583148988953
31253,0.08520997556203878,0.12782413682008575,-0.004684505508671534,"POLYGON ((957835.230213883 1942865.54807064, 957835.230213883 1942965.54807064, 957935.230213883 1942965.54807064, 957935.230213883 1942865.54807064, 957835.230213883 1942865.54807064))",서초구,서울특별시 서초구 서초동 1435-6번지,127.023970911,37.484937926,957915.176578686,1942961.690030156,"아나하빌딩(ANAHA building), 스타엠파이어빌딩, HY2017",-0.08378696025843026,-0.535673690348811,-0.4829792836190222,-0.4914453873989718,-0.19958875773302753,-0.2930989160386137,-0.2987953651466107,-0.5429546600384408,-0.7894850696383359,0.6300489381770779,17,"POLYGON ((957835.230213883 1942865.54807064, 957835.230213883 1942965.54807064, 957935.230213883 1942965.54807064, 957935.230213883 1942865.54807064, 957835.230213883 1942865.54807064))",-0.5958578501177599,0.08237690543707703,-0.0818661487424763,0.17566927242396763,0.057608158445241336,0.32384092338921816,0.030959958579150005,0.622434965709873
31255,0.40369062872825623,0.35824105402739437,0.034652529666915365,"POLYGON ((957835.230213883 1943065.54807064, 957835.230213883 1943165.54807064, 957935.230213883 1943165.54807064, 957935.230213883 1943065.54807064, 957835.230213883 1943065.54807064))",서초구,서울특별시 서초구 서초동 1438-18번지,127.023556439,37.486768071,957879.561205673,1943164.917855392,"야장빌딩, 이익모신경외과",-0.08679525469169505,-0.5891317541251754,-0.5061679450343096,-0.6591095859942827,-0.26666747329940443,-0.23239440814252046,-0.35490289360819366,-0.4996296272680117,-0.4238190473013395,1.4847032380788783,17,"POLYGON ((957835.230213883 1943065.54807064, 957835.230213883 1943165.54807064, 957935.230213883 1943165.54807064, 957935.230213883 1943065.54807064, 957835.230213883 1943065.54807064))",-0.5687824641112428,-0.1135812507687664,-0.14149189274237714,0.2561260664915763,0.09970659092721258,-0.10353704529109013,0.1728221843798637,0.5142845746552207
31256,0.6059687440008311,0.5371548783918634,-0.3358833167607668,"POLYGON ((957835.230213883 1943165.54807064, 957835.230213883 1943265.54807064, 957935.230213883 1943265.54807064, 957935.230213883 1943165.54807064, 957835.230213883 1943165.54807064))",서초구,서울특별시 서초구 서초동 1606-8번지,127.023071396,37.487182702,957836.9133019026,1943211.1355500864,NoData,-0.11003340070272948,-0.7861127390959181,-0.5542538646099274,-0.8938394640277179,0.0016473889661031095,-0.3099755866143559,-0.369967255760843,0.38212482940937603,-0.16589337315659478,-1.3085571567221275,17,"POLYGON ((957835.230213883 1943165.54807064, 957835.230213883 1943265.54807064, 957935.230213883 1943265.54807064, 957935.230213883 1943165.54807064, 957835.230213883 1943165.54807064))",-0.5907249065347447,-0.2249132516246181,-0.05174221530702883,0.3092912105642663,0.09869421109362092,0.40117773930730827,-0.26521783670940297,0.489997165701773
31258,0.9669776782108286,0.8195512012908343,-0.20834112343079425,"POLYGON ((957835.230213883 1943365.54807064, 957835.230213883 1943465.54807064, 957935.230213883 1943465.54807064, 957935.230213883 1943365.54807064, 957835.230213883 1943365.54807064))",서초구,서울특별시 서초구 서초동 1608-1번지,127.023091657,37.48932386,957839.9078781916,1943448.6738828977,NoData,-0.11442328220904921,-0.8195974603624319,-0.596992910394646,-1.0615036626230288,-0.4008249044321582,-0.3077081951453973,-0.40188667821102775,-0.4663678661679758,-0.8462974184771667,0.8176559796189364,17,"POLYGON ((957835.230213883 1943365.54807064, 957835.230213883 1943465.54807064, 957935.230213883 1943465.54807064, 957935.230213883 1943365.54807064, 957835.230213883 1943365.54807064))",-0.3277315917094745,0.1078777149117643,0.17781303889644268,0.4363469168731023,0.08061278991052885,-0.40985931151072225,0.3649066269229917,0.5024295206722942
31268,1.2137438786612016,2.0018313409148627,0.36611206630168786,"POLYGON ((957835.230213883 1944365.54807064, 957835.230213883 1944465.54807064, 957935.230213883 1944465.54807064, 957935.230213883 1944365.54807064, 957835.230213883 1944365.54807064))",서초구,서울특별시 서초구 서초동 1316-3번지,127.024016736,37.497902744,957926.5008388404,1944400.0316063224,NoData,-0.058067899825888586,-0.35643505325198704,-0.46511139927201506,-0.92737230374678,-0.19958875773302753,-0.30396839884597926,-0.3836817537771096,-0.5172138703973302,1.6805079641054077,0.8176559796189364,17,"POLYGON ((957835.230213883 1944365.54807064, 957835.230213883 1944465.54807064, 957935.230213883 1944465.54807064, 957935.230213883 1944365.54807064, 957835.230213883 1944365.54807064))",-9.509456356825474,0.1067067920947418,-2.117929766076685,0.4536854971619232,0.423682851287919,6.820775452449357,-1.2144047319856073,0.9092317429749979
31272,1.171233791470615,1.9215216129174282,0.47248923569995427,"POLYGON ((957835.230213883 1944765.54807064, 957835.230213883 1944865.54807064, 957935.230213883 1944865.54807064, 957935.230213883 1944765.54807064, 957835.230213883 1944765.54807064))",서초구,서울특별시 서초구 서초동 1309-5번지,127.024018287,37.501686889,957928.7611470775,1944819.8577301872,대원빌딩,-0.11227662272457138,-0.7802382265930208,-0.5744807942034764,-1.0279708229039666,0.0016473889661031095,-0.26669360279579124,-0.3548208072755758,-0.34878648138759366,1.6253981935440813,2.068369589231327,17,"POLYGON ((957835.230213883 1944765.54807064, 957835.230213883 1944865.54807064, 957935.230213883 1944865.54807064, 957935.230213883 1944765.54807064, 957835.230213883 1944765.54807064))",-6.409365731516865,0.5814293084204407,-3.290209635232234,0.40423177398711596,0.3531321186773553,6.473669169760915,-2.9353391005249905,0.8824987716391357
31273,1.1982370099510895,1.8980955537393023,0.5006199221984655,"POLYGON ((957835.230213883 1944865.54807064, 957835.230213883 1944965.54807064, 957935.230213883 1944965.54807064, 957935.230213883 1944865.54807064, 957835.230213883 1944865.54807064))",서초구,서울특별시 서초구 서초동 1309-2번지,127.024017152,37.50226833,957928.9870780276,1944884.365441767,"강남역 2차 I'PARK, S&G TOWER 서초, 강남역 IPARK, 정경4041",0.007390358675706657,0.4472972657820384,1.2625758369529752,0.9504667205207018,0.5047377557139296,0.3114044450781031,0.8744281041460688,1.1726213014126203,1.471718101653553,-1.8401104408073934,17,"POLYGON ((957835.230213883 1944865.54807064, 957835.230213883 1944965.54807064, 957935.230213883 1944965.54807064, 957935.230213883 1944865.54807064, 957835.230213883 1944865.54807064))",-7.911064881270873,0.4150477983856438,-3.1873968499667438,0.43479926763032034,0.34561303055308673,7.113156215928498,-2.649108384130789,0.8744865605806
31274,1.1358965519591127,1.8760971657761807,0.5044055536105785,"POLYGON ((957835.230213883 1944965.54807064, 957835.230213883 1945065.54807064, 957935.230213883 1945065.54807064, 957935.230213883 1944965.54807064, 957835.230213883 1944965.54807064))",서초구,서울특별시 서초구 서초동 1303-14번지,127.02369492,37.503029173,957900.9327844246,1944968.9202726944,"오클라우드 호텔, 서초한일유앤아이주상복합, 아멜리아, 현대썬앤빌 강남 더 인피닛, 케이플라츠 신논현(구. 중앙화촌빌딩)",0.06921080927929835,1.1506480273508268,2.276322722720361,1.9899847518116291,0.32362522368471214,0.8554496321867123,1.270555463718106,1.2973529055377553,1.0961651773892942,-1.1834857957608884,17,"POLYGON ((957835.230213883 1944965.54807064, 957835.230213883 1945065.54807064, 957935.230213883 1945065.54807064, 957935.230213883 1944965.54807064, 957835.230213883 1944965.54807064))",-8.729053802531613,0.22382649812913347,-3.2402891590679817,0.45479869621268704,0.31623547975330973,7.62245685390088,-2.671900051943895,0.8520345957593054
31275,1.008907122174007,1.8412298638532998,0.5011295811682368,"POLYGON ((957835.230213883 1945065.54807064, 957835.230213883 1945165.54807064, 957935.230213883 1945165.54807064, 957935.230213883 1945065.54807064, 957835.230213883 1945065.54807064))",서초구,서울특별시 서초구 반포동 748-16번지,127.023931398,37.504606031,957922.7194240454,1945143.756996492,현철빌딩,-0.058001048838482706,-0.3090495192538983,-0.18851814492716182,-0.6591095859942827,0.20288353566523373,-0.24310993226989505,-0.029068796867923224,0.4145391571055893,2.4121685765171645,0.7551202991383169,17,"POLYGON ((957835.230213883 1945065.54807064, 957835.230213883 1945165.54807064, 957935.230213883 1945165.54807064, 957935.230213883 1945065.54807064, 957835.230213883 1945065.54807064))",-8.327946926492011,0.1121593653479557,-2.88032628506037,0.45962722579318727,0.2683781239598704,7.244499295213084,-2.542783939137058,0.8336089723643427
31277,-3.213983416967286,-1.9924078842518074,0.32555476048715426,"POLYGON ((957935.230213883 1940065.54807064, 957935.230213883 1940165.54807064, 958035.230213883 1940165.54807064, 958035.230213883 1940065.54807064, 957935.230213883 1940065.54807064))",서초구,서울특별시 서초구 우면동 787번지,127.024460892,37.459688495,957944.3502490312,1940160.220377767,서초리슈빌S글로벌,-0.053065217601681564,-0.16039795062721557,-0.053460711900920936,-0.7932409448705313,0.4041196823643644,0.07117851781503354,-0.2457736747445513,0.7634698611295341,-0.8505090594794145,-1.8088426005670837,17,"POLYGON ((957935.230213883 1940065.54807064, 957935.230213883 1940165.54807064, 958035.230213883 1940165.54807064, 958035.230213883 1940065.54807064, 957935.230213883 1940065.54807064))",-1.5693875984440233,0.03331973039340084,0.0736783230145599,0.046991825719287075,-0.01806898900298002,-0.5191667483774138,0.12807190397623053,0.6352572384442315
31282,-2.4471245222041684,-1.935226485605007,0.4950512006489145,"POLYGON ((957935.230213883 1940565.54807064, 957935.230213883 1940665.54807064, 958035.230213883 1940665.54807064, 958035.230213883 1940565.54807064, 957935.230213883 1940565.54807064))",서초구,서울특별시 서초구 우면동 728번지,127.02507498,37.463636992,958000.867764438,1940598.0041951605,"황금빌딩, 네이처프라자",-0.03076298541432954,0.35204435574910636,-0.09560839610327744,-0.7932409448705313,0.20288353566523373,-0.1979440540579858,-0.24338405039500893,-0.07548920865481386,-0.8778847259940246,-1.5586998786446056,17,"POLYGON ((957935.230213883 1940565.54807064, 957935.230213883 1940665.54807064, 958035.230213883 1940665.54807064, 958035.230213883 1940565.54807064, 957935.230213883 1940565.54807064))",-0.7519848272569305,0.0396997456492416,0.07110930754564224,0.06374322280003242,-0.0023810638044204826,-0.006998100712240569,0.06093874816149823,0.6075829488674083
31283,-2.3094882643089067,-1.920357269941958,0.5013877594696178,"POLYGON ((957935.230213883 1940665.54807064, 957935.230213883 1940765.54807064, 958035.230213883 1940765.54807064, 958035.230213883 1940665.54807064, 957935.230213883 1940665.54807064))",서초구,서울특별시 서초구 우면동 721번지,127.025349077,37.464272023,958025.4621963348,1940668.3342370763,우면프라자Ⅱ,-0.10838440968005099,-0.7403179438767037,-0.5479532294659597,-1.0279708229039666,0.0016473889661031095,-0.28906519862284913,-0.4080583543300748,0.02620279980389505,-0.7631399110285311,-1.5586998786446056,17,"POLYGON ((957935.230213883 1940665.54807064, 957935.230213883 1940765.54807064, 958035.230213883 1940765.54807064, 958035.230213883 1940665.54807064, 957935.230213883 1940665.54807064))",-0.773426105257551,0.04334872171819422,0.06692310125987669,0.07250879887493134,0.002590774784373063,-0.03153111054179978,0.0705599244349258,0.6034665140659353
31288,-1.3654466116486685,-1.684955473133491,0.352755119470151,"POLYGON ((957935.230213883 1941165.54807064, 957935.230213883 1941265.54807064, 958035.230213883 1941265.54807064, 958035.230213883 1941165.54807064, 957935.230213883 1941165.54807064))",서초구,서울특별시 서초구 우면동 2-4번지,127.024887397,37.469543867,957987.5847655416,1941253.4143709552,중원빌딩,-0.11565631153231332,-0.8275247519534201,-0.6003219658970191,-1.0279708229039666,-0.4008249044321582,-0.2862631506470127,-0.4132662760994973,-0.4822572424896491,-0.864846560763662,0.4424418967352192,17,"POLYGON ((957935.230213883 1941165.54807064, 957935.230213883 1941265.54807064, 958035.230213883 1941265.54807064, 958035.230213883 1941165.54807064, 957935.230213883 1941165.54807064))",-1.103971175339426,0.1338377670674894,0.05318641161790086,0.19980335832633905,-0.010236598934372523,-0.4389826643255912,0.26854936033539795,0.6562661150109362
31289,-1.074223606242249,-1.6487362997941823,0.29905470099067355,"POLYGON ((957935.230213883 1941265.54807064, 957935.230213883 1941365.54807064, 958035.230213883 1941365.54807064, 958035.230213883 1941265.54807064, 957935.230213883 1941265.54807064))",서초구,서울특별시 서초구 우면동 64-2번지,127.025252623,37.470410004,958020.3648981366,1941349.3434165749,"선일빌딩, 중평빌딩, 고호빌딩",-0.08591133608043948,-0.5019117448967668,-0.37938317307823144,-0.3573140285227231,-0.13251004216665066,-0.23096959054042182,-0.2756865423974104,-0.07485363360194683,-0.5086193934387951,0.6508941650039511,17,"POLYGON ((957935.230213883 1941265.54807064, 957935.230213883 1941365.54807064, 958035.230213883 1941365.54807064, 958035.230213883 1941265.54807064, 957935.230213883 1941265.54807064))",-1.1261088567049091,0.3277798900192735,0.05421637034243975,0.23567963783166204,-0.016188280554866707,-0.5289166477862848,0.30624992407605195,0.6726095637673017
31290,-0.8982190374882216,-1.4906084692838197,0.24073250927918113,"POLYGON ((957935.230213883 1941365.54807064, 957935.230213883 1941465.54807064, 958035.230213883 1941465.54807064, 958035.230213883 1941365.54807064, 957935.230213883 1941365.54807064))",서초구,서울특별시 서초구 우면동 66-1번지,127.025083433,37.471076556,958005.7770513934,1941423.3681845693,"대화프라자, 디케이빌딩, 한일프라자, 명승빌딩",-0.06362470245681551,-0.27528097322600836,-0.10582353964006677,0.2127442467013339,0.0016473889661031095,-0.23390880170388664,-0.018102670877084445,0.5434019990743594,-0.32136565270765394,0.7551202991383169,17,"POLYGON ((957935.230213883 1941365.54807064, 957935.230213883 1941465.54807064, 958035.230213883 1941465.54807064, 958035.230213883 1941365.54807064, 957935.230213883 1941365.54807064))",-1.1600971765037946,0.6015325952821544,0.0641972162008569,0.28406965782309046,-0.02683418868529243,-0.6426781991741196,0.34491886367015107,0.6884664978380872
31318,1.337148664499924,2.027381194533302,0.3739771403639829,"POLYGON ((957935.230213883 1944165.54807064, 957935.230213883 1944265.54807064, 958035.230213883 1944265.54807064, 958035.230213883 1944165.54807064, 957935.230213883 1944165.54807064))",서초구,서울특별시 서초구 서초동 1321-11번지,127.025104495,37.496636019,958021.9424204426,1944259.010898376,"BNK디지털타워, 재전빌딩, 강남빌딩",0.09519541668959117,0.9558320312575568,3.1698868149632347,0.9504667205207018,1.2090642691608868,1.6846374916335876,0.6867757075470828,2.7534553516558926,4.03141012780687,0.5675132576964583,17,"POLYGON ((957935.230213883 1944165.54807064, 957935.230213883 1944265.54807064, 958035.230213883 1944265.54807064, 958035.230213883 1944165.54807064, 957935.230213883 1944165.54807064))",-5.996361489446542,-0.07812036845463569,-0.2508762813669362,0.5387792357685728,0.5603464854119286,3.8800118424891408,0.14066067867124596,0.9120088319578042
31319,1.3005188080332357,2.106519766384267,0.42338037026801073,"POLYGON ((957935.230213883 1944265.54807064, 957935.230213883 1944365.54807064, 958035.230213883 1944365.54807064, 958035.230213883 1944265.54807064, 957935.230213883 1944265.54807064))",서초구,서울특별시 서초구 서초동 1316-5번지,127.024517046,37.497469832,957970.4822800268,1944351.779261534,부띠크 모나코,0.03496639098063401,0.22393377915502596,2.0740145278964395,-0.15611699020835004,4.428842616346977,1.1443656918091218,1.3283655235228744,5.2633412354274,4.517989077641021,-0.9333430738384103,17,"POLYGON ((957935.230213883 1944265.54807064, 957935.230213883 1944365.54807064, 958035.230213883 1944365.54807064, 958035.230213883 1944265.54807064, 957935.230213883 1944265.54807064))",-7.9073075369960275,0.03753714993068404,-1.2172476862245378,0.49443673180988146,0.6379913881199585,5.226902011284866,-0.17912844913397669,0.8949613521359581
31320,1.230241455381596,2.1116623663312017,0.46822437236921816,"POLYGON ((957935.230213883 1944365.54807064, 957935.230213883 1944465.54807064, 958035.230213883 1944465.54807064, 958035.230213883 1944365.54807064, 957935.230213883 1944365.54807064))",서초구,서울특별시 서초구 서초동 1316-29번지,127.025227794,37.498308222,958033.7772214531,1944444.4761202687,"타임빌딩, BMW A/S센터 강남사옥",-0.04437458923891658,-0.0798115201239887,-0.2825283876199715,-0.5920439065561584,0.0016473889661031095,-0.021165898443576577,-0.0533389892119393,0.45521596048907287,1.5572950624439055,-0.43305762999345415,17,"POLYGON ((957935.230213883 1944365.54807064, 957935.230213883 1944465.54807064, 958035.230213883 1944465.54807064, 958035.230213883 1944365.54807064, 957935.230213883 1944365.54807064))",-9.870964436483026,0.11901874660603322,-1.9348845362545708,0.4673436318286252,0.6271865903545404,6.757746880147208,-0.9192406922673352,0.886874996839549
